WWI_ID,MSNDATE,OPERATION,COUNTRY,SERVICE,UNIT,MDS,MISSIONNUM,TAKEOFFTIME,NUMBEROFPLANESATTACKING,CALLSIGN,WEAPONSEXPENDED,WEAPONTYPE,WEAPONWEIGHT,BOMBLOAD,LATITUDE,LONGITUDE,TGTLOCATION,TGTCOUNTRY,TGTTYPE,TAKEOFFBASE,TAKEOFFLATITUDE,TAKEOFFLONGITUDE,BDA,ENEMYACTION,ROUTEDETAILS,ISRCOLLECTED,FRIENDLYCASUALTIES,WEATHER,ALTITUDE,id
417,9/15/1918,,UK,RAF,NO. 100 SQDN,HADLEY PAGE O/400,,NIGHT,5,,,,5143,1028.6,48.668822,6.994674,"LORQUIN, BUHL, SAARBURG",GERMANY,"AERODROMES, CONVOY",XAFF�_VILLERS,48.41122886,6.5995216,,,,,0,,8700,6435
418,9/15/1918,,UK,RAF,NO. 215 SQDN,HADLEY PAGE O/400,,NIGHT,5,,,,10210,2042,48.915636,8.007115,"BUHL, KARLSRUHE",FRANCE,"AERODROME, RAIL STN, DOCKS",XAFF�_VILLERS,48.41122886,6.5995216,,,,,0,,10000,6436
419,9/15/1918,,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/400,,NIGHT,6,,,,9711,1618.5,49.0080848,8.4037563,"KARLSRUHE, MORHANGE, METZ-SABLON",GERMANY,"RAIL STN & DOCKS, AERO",AUTREVILLE,49.58890345,3.228178024,,,,,0,,10000,6437
434,9/16/1918,,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,,DAY,5,,,,1138,227.6,49.488333,8.464722,MANNHEIM,GERMANY,RAIL STN & LANZ WORKS,AZELOT,48.5941522,6.2420764,,,,,1,,10000,6452
435,9/16/1918,,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,,DAY,11,,,,2264,205.8181818,48.813288,7.79125,HAGENAU,GERMANY,AERODROME,AZELOT,48.5941522,6.2420764,,,,,0,,10000,6453
436,9/16/1918,,UK,RAF,NO. 110 SQDN,AIRCO DH9A DAY BOMBER,,DAY,11,,,,3266,296.9090909,49.488333,8.464722,MANNHEIM,GERMANY,"RAILWAYS, CHEM FACTORIES",BETTONCOURT,48.35622051,6.1545324,,,,,2,,10000,6454
437,9/16/1918,,UK,RAF,NO. 97 SQDN,HADLEY PAGE O/400,,NIGHT,3,,,,4350,1450,50.1114451,8.6806154,"FRANKFURT, LORQUIN, FRESCATY",GERMANY,RAILWAY & AERODROMES,XAFF�_VILLERS,48.41122886,6.5995216,,,,,0,,6500,6455
438,9/16/1918,,UK,RAF,NO. 100 SQDN,HADLEY PAGE O/400,,NIGHT,1,,,,3462,3462,49.115461,6.175875,FRESCATY,FRANCE,ZEPP SHED & AERODROME,XAFF�_VILLERS,48.41122886,6.5995216,,,,,1,,8700,6456
439,9/16/1918,,UK,RAF,NO. 115 SQDN,HADLEY PAGE O/400,,NIGHT,6,,,,8176,1362.666667,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAYS,ROVILLE-AUX-CH�_NES,48.382848,6.62454128,,,,,1,,10000,6457
450,9/20/1918,,UK,RAF,NO. 97 SQDN,HADLEY PAGE O/400,,NIGHT,9,,,,14033,1559.222222,48.915636,8.007115,"BUHL, BOUL, KARLSRUHE",FRANCE,"AERODROMES,GASWORKS",XAFF�_VILLERS,48.41122886,6.5995216,,,,,0,,10000,6468
451,9/20/1918,,UK,RAF,NO. 115 SQDN,HADLEY PAGE O/400,,NIGHT,10,,,,16128,1612.8,48.924444,6.6363888,"MORHANQE, FONTENAY",FRANCE,AERODOMES,ROVILLE-AUX-CH�_NES,48.382848,6.62454128,,,,,1,,10000,6469
452,9/20/1918,,UK,RAF,NO. 215 SQDN,HADLEY PAGE O/400,,NIGHT,4,,,,6272,1568,49.115461,6.175875,FRESCATY,FRANCE,AERODROME,XAFF�_VILLERS,48.41122886,6.5995216,,,,,1,,10000,6470
453,9/20/1918,,UK,RAF,NO. 100 SQDN,HADLEY PAGE O/400,,NIGHT,3,,,,4704,1568,49.488333,8.464722,"MANNHEIM, KARLSRUHE, SAARBRUCKEN",GERMANY,"LANZ WKS, GASWORKS, BLST FURN",XAFF�_VILLERS,48.41122886,6.5995216,,,,,0,,8700,6471
454,9/20/1918,,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/400,,NIGHT,7,,,,10518,1502.571429,49.488333,8.464722,"MANNHEIM, FRESCATY",GERMANY,"LANZ WORKS, AERODROME",AUTREVILLE,49.58890345,3.228178024,,,,,0,,10000,6472
455,9/21/1918,,UK,RAF,NO. 97 SQDN,HADLEY PAGE O/400,,NIGHT,6,,,,9802,1633.666667,48.915636,8.007115,BUHL,FRANCE,AERODROME,XAFF�_VILLERS,48.41122886,6.5995216,,,,,0,,6500,6473
456,9/21/1918,,UK,RAF,NO. 100 SQDN,HADLEY PAGE O/400,,NIGHT,3,,,,5376,1792,49.115461,6.175875,FRESCATY,FRANCE,AERODROME,XAFF�_VILLERS,48.41122886,6.5995216,,,,,0,,8700,6474
457,9/21/1918,,UK,RAF,NO. 115 SQDN,HADLEY PAGE O/400,,NIGHT,3,,,,4480,1493.333333,48.924444,6.6363888,"MORHANGE, LEININGEN",FRANCE,"AERODROME, RAIL STN",ROVILLE-AUX-CH�_NES,48.382848,6.62454128,,,,,0,,10000,6475
458,9/21/1918,,UK,RAF,NO. 215 SQDN,HADLEY PAGE O/400,,NIGHT,3,,,,6126,2042,51.9691868,5.6653948,HAGENDINGEN,GERMANY,BLAST FURNACES,XAFF�_VILLERS,48.41122886,6.5995216,,,,,0,,10000,6476
459,9/21/1918,,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/400,,NIGHT,6,,,,9174,1529,48.283224,7.262372,ROMBACH,GERMANY,FACTORIES & RAILROADS,AUTREVILLE,49.58890345,3.228178024,,,,,0,,10000,6477
460,9/25/1918,,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,,DAY,12,,,,2742,228.5,49.4446997,7.7690041,KAISERSLAUTERN,GERMANY,MUNITIONS FACTORIES,AZELOT,48.5941522,6.2420764,,,,,3,,10000,6478
461,9/25/1918,,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,,DAY,5,,,,1138,227.6,48.915636,8.007115,BUHL,FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,,,,,1,,10000,6479
462,9/25/1918,,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,,DAY,7,,,,1532,218.8571429,48.915636,8.007115,BUHL,FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,,,,,0,,10000,6480
463,9/25/1918,,UK,RAF,NO. 110 SQDN,AIRCO DH9A DAY BOMBER,,DAY,11,,,,3378,307.0909091,50.1114451,8.6806154,FRANKFURT,GERMANY,WORKS AND RAILWAYS,BETTONCOURT,48.35622051,6.1545324,,,,,4,,10000,6481
466,9/26/1918,ARGONNE-MEUSE,USA,USAAS,20TH AERO SQUADRON,LIBERTY DH 4,51,9/26/18 8:50,14,,50,ROUNDS,1.215,0.086785714,49.387969,5.184436,DUN-SUR-MEUSE,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,"ALL BOMBS DROPPED ON DUN SUR MEUSE, ON TOWN AND A FIRE WAS STARTED","ANTIAIRCRAFT VERY SLIGHT AND ACCURATE.  6 PFALZ OR FOKKERS ENCOUNTERED AT 10:15, 14,000 FTNEAR DUN SUR MEUSE.  PLANES WERE BLACK WITH WHITE BAND ON FUSELAGE, WERE SEEN TO  ATTACK 96TH AERO SQUADRON & WHEN 20TH AERO SQUADRON FORMATION CAME UP, THEY DREW OF","LIGNY, ST. MENEHEULD, VERENNES, DUN-SUR-MEUSE, BETHINCOURT (?), MAULAN",,NONE,FAIR,14000,6484
467,9/26/1918,ARGONNE-MEUSE,USA,USAAS,20TH AERO SQUADRON,LIBERTY DH 4,51,9/26/18 8:50,14,,56,155 MM DEMOLITION,6160,440,49.383321,5.185866,DUN-SUR-MEUSE,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,"ALL BOMBS DROPPED ON DUN SUR MEUSE, ON TOWN AND A FIRE WAS STARTED","ANTIAIRCRAFT VERY SLIGHT AND ACCURATE.  6 PFALZ OR FOKKERS ENCOUNTERED AT 10:15, 14,000 FTNEAR DUN SUR MEUSE.  PLANES WERE BLACK WITH WHITE BAND ON FUSELAGE, WERE SEEN TO  ATTACK 96TH AERO SQUADRON & WHEN 20TH AERO SQUADRON FORMATION CAME UP, THEY DREW OF","LIGNY, ST. MENEHEULD, VERENNES, DUN-SUR-MEUSE, BETHINCOURT (?), MAULAN",,NONE,FAIR,14000,6485
475,9/26/1918,ARGONNE-MEUSE,USA,USAAS,20TH AERO SQUADRON,LIBERTY DH 4,53,9/26/18 15:35,6,,24,155 MM DEMOLITION,2640,440,49.212586,5.640218,ETAIN,FRANCE,RAIL YARD,"MAULAN, FRANCE",48.67381826,5.24807453,BURSTS OBSERVED ON THE RAILROAD TRACKS ON ENTRANCE TO YARDS,"ANTIAIRCRAFT HEAVY AND ACCURATE SE OF ETAIN. 6 PFALZ OR FOKKERS OBSERVED AT 16:50 12,000 FT NEAR ETAIN.","VERDUN, ETAIN, VERDUN, MAULAN",COMBATS WERE OBSERVED IN THE DISTANCE BETWEEN ENEMY AND ALLIED CAHSER PLANES.  NO COMBATS OF BOMBERS WERE OBSERVED.,TWO OF OUR PLANES DAMAGNEED BY ANTIAIRCRAFT,GOOD,13000,6493
476,9/26/1918,,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,,DAY,6,,,,1374,229,49.368776,5.895641,AUDUN-LE-ROMAN,FRANCE,RAILWAYS,AZELOT,48.5941522,6.2420764,,,,,0,,10000,6494
477,9/26/1918,,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,,DAY,6,,,,1362,227,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAYS,AZELOT,48.5941522,6.2420764,,,,,5,,10000,6495
478,9/26/1918,,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,,DAY,9,,,,2210,245.5555556,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAYS,AZELOT,48.5941522,6.2420764,,,,,1,,10000,6496
479,9/26/1918,,UK,RAF,NO. 97 SQDN,HADLEY PAGE O/400,,NIGHT,5,,,,7355,1471,49.762085,4.726096,"MEZIERES, METZ-SABLON",SWITZERLAND,RAILWAYS,XAFF�_VILLERS,48.41122886,6.5995216,,,,,0,,6500,6497
480,9/26/1918,,UK,RAF,NO. 100 SQDN,HADLEY PAGE O/400,,NIGHT,2,,,,3238,1619,49.356794,6.167606,THIONVILLE. METZ-SABLON,FRANCE,"RAILWAY-JTN, RAILWAYS",XAFF�_VILLERS,48.41122886,6.5995216,,,,,0,,8700,6498
481,9/26/1918,,UK,RAF,NO. 115 SQDN,HADLEY PAGE O/400,,NIGHT,2,,,,3136,1568,49.115461,6.175875,"METZ-SABLON, THIONVILLE, PLAPPEVILLE",FRANCE,"RAILWAYS, AAA, AERODROME",ROVILLE-AUX-CH�_NES,48.382848,6.62454128,,,,,0,,10000,6499
482,9/26/1918,,UK,RAF,NO. 215 SQDN,HADLEY PAGE O/400,,NIGHT,3,,,,6126,2042,49.115461,6.175875,"METZ-SABLON, FRESCATY",FRANCE,RAILWAYS. AERODROME,XAFF�_VILLERS,48.41122886,6.5995216,,,,,1,,10000,6500
483,9/26/1918,,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/400,,NIGHT,4,,,,5926,1481.5,49.762085,4.726096,"MEZIERES, METZ-SABLON",SWITZERLAND,RAILWAYS,AUTREVILLE,49.58890345,3.228178024,,,,,0,,10000,6501
498,9/28/1918,ARGONNE-MEUSE,USA,USAAS,20TH AERO SQUADRON,LIBERTY DH 4,58,9/28/18 16:25,8,,6,155 MM DEMOLITION,660,82.5,49.320904,4.92469,MARCQ (GRAND PRE),FRANCE,STATION,"MAULAN, FRANCE",48.67381826,5.24807453,BURSTS WERE OBSERVED IN THE CENTER OF TOWN OF MARCQ.   A FIRE WAS SEEN TO BREAK OUT IN THE TOWN OF MARCQ.,"ANTIAIRCRAFT FAIRLY ACCURATE SOUTHWEST OF REMMANGE.  4 ENEMY PLANES WERE SEEN BUT NOT ENCOUNTERED SOUTH OF GRAND PRE, 4000 FT.",,THE FORMATION WAS ACCOMPANIED BY ALLIED CHASERS.,NONE,PARTLY CLOUDY.  CLEAR OVER OBJECTIVE,14000,6516
509,9/30/1918,,UK,RAF,NO. 97 SQDN,HADLEY PAGE O/400,,NIGHT,2,,,,3461,1730.5,49.7661039,4.72413805,"FORET-DE-SAUVAQE, MEZIERES",FRANCE,RAILWAYS,XAFF�_VILLERS,48.41122886,6.5995216,,,,,0,,6500,6527
510,9/30/1918,,UK,RAF,NO. 100 SQDN,HADLEY PAGE O/400,,NIGHT,1,,,,1446,1446,49.233333,7,SAARBRUCKEN,GERMANY,BURBACH WORKS,XAFF�_VILLERS,48.41122886,6.5995216,,,,,0,,8700,6528
511,9/30/1918,,UK,RAF,NO. 215 SQDN,HADLEY PAGE O/400,,NIGHT,2,,,,4084,2042,49.115461,6.175875,"FRESCATY, METZ-SABLON",FRANCE,"AERODROME, RAILWAYS",XAFF�_VILLERS,48.41122886,6.5995216,,,,,0,,10000,6529
514,10/1/1918,ARGONNE-MEUSE,USA,USAAS,20TH AERO SQUADRON,LIBERTY DH 4,60,10/1/18 15:00,8,,4,155 MM DEMOLITION,440,55,49.355824,5.090705,BANTHEVILLE,FRANCE,RAIL TRACKS,"MAULAN, FRANCE",48.67381826,5.24807453,BURSTS OBSERVED ON BUILDINGS AND RR TRACKS IN THE CENTER OF THE TOWN OF BANTHEVILLE.,ANTIAIRCRAFT WAS LIGHT AND INACCURATE,"LIGNY, ST. MIHIEL, VERDUN, MONTFAUCON, BANTHEVILLE, MAULAN",NONE,NONE,FAIR,13000,6532
520,10/1/1918,,UK,RAF,NO. 110 SQDN,AIRCO DH9A DAY BOMBER,,DAY,6,,,,1686,281,45.538718,4.675828,"TREVES, LUXEMBOURG",FRANCE,RAILWAY STNS,BETTONCOURT,48.35622051,6.1545324,,,,,0,,10000,6538
526,10/2/1918,ARGONNE-MEUSE,USA,USAAS,20TH AERO SQUADRON,LIBERTY DH 4,62,10/2/18 9:40,9,,18,155 MM DEMOLITION,1980,220,49.334456,4.939148,ST. JUVIN,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,"NO BURSTS OBSEWRVED, WAS VERY CLOUDY OVER OBJECTIVE",ANTIAIRCRAFT WAS LIGHT AND INACCURATE,"BAR-LE-DUC, LIGNY, ST. MEMEHEULD, ST. JUVIN, MAULAN",NONE,NONE,FAIR,10000,6544
534,10/3/1918,,UK,RAF,NO. 97 SQDN,HADLEY PAGE O/400,,NIGHT,1,,,,1556,1556,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAYS,XAFF�_VILLERS,48.41122886,6.5995216,,,,,0,,10000,6552
535,10/3/1918,,UK,RAF,NO. 100 SQDN,HADLEY PAGE O/400,,NIGHT,2,,,,2892,1446,49.115461,6.175875,"METZ-SABLON, MORHANQE",FRANCE,"RAILWAYS, AERODROME",XAFF�_VILLERS,48.41122886,6.5995216,,,,,0,,8700,6553
536,10/3/1918,,UK,RAF,NO. 115 SQDN,HADLEY PAGE O/400,,NIGHT,1,,,,1568,1568,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAYS,ROVILLE-AUX-CH�_NES,48.382848,6.62454128,,,,,0,,10000,6554
537,10/3/1918,,UK,RAF,NO. 215 SQDN,HADLEY PAGE O/400,,NIGHT,1,,,,2042,2042,49.115461,6.175875,FRESCATY,FRANCE,AERODROME,XAFF�_VILLERS,48.41122886,6.5995216,,,,,0,,10000,6555
538,10/3/1918,,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/400,,NIGHT,2,,,,3014,1507,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAYS,ROVILLE-AUX-CH�_NES,48.382848,6.62454128,,,,,0,,10000,6556
558,10/5/1918,,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,,DAY,12,,,,2718,226.5,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAYS,AZELOT,48.5941522,6.2420764,,,,,0,,10000,6576
559,10/5/1918,,UK,RAF,NO. 110 SQDN,AIRCO DH9A DAY BOMBER,,DAY,8,,,,2594,324.25,49.4446997,7.7690041,"KAISERSLAUTERN, PIRRNASENS",GERMANY,RAILWAYS,BETTONCOURT,48.35622051,6.1545324,,,,,4,,10000,6577
560,10/5/1918,,UK,RAF,NO. 97 SQDN,HADLEY PAGE O/400,,NIGHT,5,,,,7896,1579.2,49.115461,6.175875,"METZ-S, MEZIERES, COURCELS",FRANCE,RAILWAYS,XAFF�_VILLERS,48.41122886,6.5995216,,,,,0,,10000,6578
561,10/5/1918,,UK,RAF,NO. 100 SQDN,HADLEY PAGE O/400,,NIGHT,4,,,,6476,1619,48.924444,6.6363888,"MORHANQE, SAARBRUCKEN, MEZIERES",FRANCE,"AERO, BURBACH WKS, RAIL",XAFF�_VILLERS,48.41122886,6.5995216,,,,,0,,8700,6579
562,10/5/1918,,UK,RAF,NO. 115 SQDN,HADLEY PAGE O/400,,NIGHT,2,,,,3136,1568,49.356794,6.167606,"THIONVILLE, METZ-SABLON",FRANCE,RAILWAYS,ROVILLE-AUX-CH�_NES,48.382848,6.62454128,,,,,0,,10000,6580
563,10/5/1918,,UK,RAF,NO. 215 SQDN,HADLEY PAGE O/400,,NIGHT,2,,,,4084,2042,49.115461,6.175875,FRESCATY,FRANCE,AERODROME,XAFF�_VILLERS,48.41122886,6.5995216,,,,,0,,10000,6581
564,10/5/1918,,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/400,,NIGHT,5,,,,7504,1500.8,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAYS,ROVILLE-AUX-CH�_NES,48.382848,6.62454128,,,,,0,,10000,6582
566,10/6/1918,ARGONNE-MEUSE,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,69,10/6/18 6:30,9,,18,155 MM DEMOLITION,1980,220,49.355824,5.090705,BANTHEVILLE,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,"BURSTS SEEN IN SOUTHEASTERN PART OF TOWN, ALSO ON A DUMP, 2 SMALL FIRES AND 4 EXPLOSIONS.","ANTIAIRCRAFT WAS ACTIVE AND FAIRLY ACCURATE NEAR CANEL, BANTHEVILLE, AND ROMANGE","LIGNY, VERDUN, BANTHEVILLE, CLERMONT, LEXEVILLE, MAULAN",1 ANTIAIRCRAFT BATTERY ON ROAD BETWEEN BANTHEVILLE AND LANDRES ST GEORGE 0740.  SMALL FIRE AT GRAND PRE.  LARGE FIRE SEEN IN VICINITY OF GORE.  BATTERY OF LARGE CALIBER GUNS NORTH OF AINEREVILLE.,NONE,POOR,7800,6584
567,10/6/1918,ARGONNE-MEUSE,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,69,10/6/18 6:30,9,,10,115 MM,440,48.88888889,49.355824,5.090705,BANTHEVILLE,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,"BURSTS SEEN IN SOUTHEASTERN PART OF TOWN, ALSO ON A DUMP, 2 SMALL FIRES AND 4 EXPLOSIONS.","ANTIAIRCRAFT WAS ACTIVE AND FAIRLY ACCURATE NEAR CANEL, BANTHEVILLE, AND ROMANGE","LIGNY, VERDUN, BANTHEVILLE, CLERMONT, LEXEVILLE, MAULAN",1 ANTIAIRCRAFT BATTERY ON ROAD BETWEEN BANTHEVILLE AND LANDRES ST GEORGE 0740.  SMALL FIRE AT GRAND PRE.  LARGE FIRE SEEN IN VICINITY OF GORE.  BATTERY OF LARGE CALIBER GUNS NORTH OF AINEREVILLE.,NONE,POOR,7800,6585
568,10/6/1918,ARGONNE-MEUSE,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,69,10/6/18 6:30,9,,12,90 MM INCENDIARY,237.6,26.4,49.355824,5.090705,BANTHEVILLE,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,"BURSTS SEEN IN SOUTHEASTERN PART OF TOWN, ALSO ON A DUMP, 2 SMALL FIRES AND 4 EXPLOSIONS.","ANTIAIRCRAFT WAS ACTIVE AND FAIRLY ACCURATE NEAR CANEL, BANTHEVILLE, AND ROMANGE","LIGNY, VERDUN, BANTHEVILLE, CLERMONT, LEXEVILLE, MAULAN",1 ANTIAIRCRAFT BATTERY ON ROAD BETWEEN BANTHEVILLE AND LANDRES ST GEORGE 0740.  SMALL FIRE AT GRAND PRE.  LARGE FIRE SEEN IN VICINITY OF GORE.  BATTERY OF LARGE CALIBER GUNS NORTH OF AINEREVILLE.,NONE,POOR,7800,6586
569,10/6/1918,ARGONNE-MEUSE,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,69,10/6/18 6:30,9,,700,ROUNDS,17.402,1.933555556,49.355824,5.090705,BANTHEVILLE,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,"BURSTS SEEN IN SOUTHEASTERN PART OF TOWN, ALSO ON A DUMP, 2 SMALL FIRES AND 4 EXPLOSIONS.","ANTIAIRCRAFT WAS ACTIVE AND FAIRLY ACCURATE NEAR CANEL, BANTHEVILLE, AND ROMANGE","LIGNY, VERDUN, BANTHEVILLE, CLERMONT, LEXEVILLE, MAULAN",1 ANTIAIRCRAFT BATTERY ON ROAD BETWEEN BANTHEVILLE AND LANDRES ST GEORGE 0740.  SMALL FIRE AT GRAND PRE.  LARGE FIRE SEEN IN VICINITY OF GORE.  BATTERY OF LARGE CALIBER GUNS NORTH OF AINEREVILLE.,NONE,POOR,7800,6587
576,10/9/1918,ARGONNE-MEUSE,USA,USAAS,20TH AERO SQUADRON,LIBERTY DH 4,71,10/9/18 14:20,12,,24,155 MM DEMOLITION,2640,220,49.355824,5.090705,BANTHEVILLE/ ST JUVIN,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,BURSTS WERE OBSERVED ON EASTERN AND CENTER OF ST JUVIN,ANTIAIRCRAFT WAS LIGHT AND INACCURATE,"BAR-LE-DUC, ST. MENEHOULD, MARCQ, ST JUVIN, LANDRES ST GEORGE, MONTFAUCON, MAULAN",FIRES WERE OBSERVED IN THE TOWNS OF MARCQ AND FLEVILLE.  THE FORMATION WAS WELL PROTECTED BY ALLIED CHASER AIRPLANES.,,FAIR (RATHER HAZY),10000,6594
577,10/9/1918,,UK,RAF,NO. 99 SQDN,AIRCO DH9A DAY BOMBER,,DAY,11,,,,2500,227.2727273,49.115461,6.175875,METZ-SABTON,FRANCE,RAILWAYS,AZELOT,48.5941522,6.2420764,,,,,0,,10000,6595
578,10/9/1918,,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,,DAY,13,,,,2942,226.3076923,49.115461,6.175875,METZ-SABION,FRANCE,RAILWAYS,AZELOT,48.5941522,6.2420764,,,,,0,,10000,6596
579,10/9/1918,,UK,RAF,NO. 97 SQDN,HADLEY PAGE O/400,,NIGHT,3,,,,5104,1701.333333,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAYS,XAFF�_VILLERS,48.41122886,6.5995216,,,,,0,,6500,6597
580,10/9/1918,,UK,RAF,NO. 100 SQDN,HADLEY PAGE O/400,,NIGHT,2,,,,2892,1446,49.762085,4.726096,MEZIERES,SWITZERLAND,RAILWAYS,XAFF�_VILLERS,48.41122886,6.5995216,,,,,0,,8700,6598
581,10/9/1918,,UK,RAF,NO. 115 SQDN,HADLEY PAGE O/400,,NIGHT,5,,,,7728,1545.6,49.356794,6.167606,"THIONVILLE, MORHANQE",FRANCE,RAILWAYS. AEROD RORNE,ROVILLE-AUX-CH�_NES,48.382848,6.62454128,,,,,0,,10000,6599
582,10/9/1918,,UK,RAF,NO. 215 SQDN,HADLEY PAGE O/400,,NIGHT,2,,,,3860,1930,49.115461,6.175875,"METZ-SABLON, FRESCATY",FRANCE,RAILWAYS. AERODROME,XAFF�_VILLERS,48.41122886,6.5995216,,,,,0,,10000,6600
583,10/9/1918,,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/400,,NIGHT,6,,,,7942,1323.666667,49.115461,6.175875,"METZ-SABLON, MEZIERES, THIONVILLE",FRANCE,RAIL AND KARLSCHUTTE WKS,ROVILLE-AUX-CH�_NES,48.382848,6.62454128,,,,,0,,10000,6601
586,10/10/1918,ARGONNE-MEUSE,USA,USAAS,20TH AERO SQUADRON,LIBERTY DH 4,72,10/10/18 7:00,11,,120,ROUNDS,2.916,0.265090909,49.410677,5.228513,MILLY-DEVANT-DUN (LION-DEVANT DUN),FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,NO BURSTS WERE OBSERVED ON ACCOUNT OF HEAVY CLOUD OVER THE OBJECTIVE,"ANTIAIRCRAFT WAS LIGHT AND INACCURATE.  TWO FOKKER EA SEEN IN THE REGION OF DUN-SUR-MEUSE AT 08:20, 11,000 FT, BUT DID NOT GET VERY CLOSE.","ST. DIZIER, BAR-LE-DUC, CLERMONT, VERGENNES MILLY-DEVANT-DUN, BAR-LE-DUC, MAULAN",A FIGHT BETWEEN ALLIED AND ENEMY CHASERS WAS OBSERVED IN THE REGION OF DAMVILLERS FROM 08:10 TO 08:25 AM.  ONE PLANE WAS SEEN TO GO DOWN OUT OF CONTROL (UNIDENTIFIED).  2 FORMATIONS OF SPADS OF 6 PLANES EACH WERE OBSERVED IN THE REGION OF DUN-SUE-MEUSE.,NONE,VERY CLOUDY OVER OBJECTIVE AND LINES,12000,6604
587,10/10/1918,ARGONNE-MEUSE,USA,USAAS,20TH AERO SQUADRON,LIBERTY DH 4,72,10/10/18 7:00,11,,22,155 MM DEMOLITION,2420,220,49.410677,5.228513,MILLY-DEVANT-DUN (LION-DEVANT-DUN),FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,NO BURSTS WERE OBSERVED ON ACCOUNT OF HEAVY CLOUD OVER THE OBJECTIVE,"ANTIAIRCRAFT WAS LIGHT AND INACCURATE.  TWO FOKKER EA SEEN IN THE REGION OF DUN-SUR-MEUSE AT 08:20, 11,000 FT, BUT DID NOT GET VERY CLOSE.","ST. DIZIER, BAR-LE-DUC, CLERMONT, VERGENNES MILLY-DEVANT-DUN, BAR-LE-DUC, MAULAN",A FIGHT BETWEEN ALLIED AND ENEMY CHASERS WAS OBSERVED IN THE REGION OF DAMVILLERS FROM 08:10 TO 08:25 AM.  ONE PLANE WAS SEEN TO GO DOWN OUT OF CONTROL (UNIDENTIFIED).  2 FORMATIONS OF SPADS OF 6 PLANES EACH WERE OBSERVED IN THE REGION OF DUN-SUE-MEUSE.,NONE,VERY CLOUDY OVER OBJECTIVE AND LINES,12000,6605
